ID,Longitude,Latitude,kod.pocztowy,creationDate,year,geom,miasto,powiat,woj,dzielnica,sklep
4106,54.381653,18.6103,80-437,2019-10-31,2019,"54.381653,18.6103",,,województwo pomorskie,Wrzeszcz Dolny,
4107,54.33946,18.618855,80-807,2019-07-12,2019,"54.33946,18.618855",,,województwo pomorskie,Chełm,
4108,54.394615,18.60359,80-462,2020-12-29,2020,"54.394615,18.60359",,,województwo pomorskie,Zaspa-Rozstaje,
4109,54.402958,18.610117,80-462,2020-01-29,2020,"54.402958,18.610117",,,województwo pomorskie,Zaspa-Rozstaje,Żabka
4110,54.400818,18.575092,80-309,2019-03-14,2019,"54.400818,18.575092",,,województwo pomorskie,Oliwa,
4111,54.353195,18.651213,80-844,2017-12-29,2017,"54.353195,18.651213",,,województwo pomorskie,Śródmieście,
4112,54.354,18.514,80-177,2018-01-17,2018,"54.354,18.514",,,województwo pomorskie,Kokoszki,
4113,54.401127,18.661966,80-541,2018-08-21,2018,"54.401127,18.661966",,,województwo pomorskie,Nowy Port,
4114,54.38194,18.59774,80-257,2019-06-26,2019,"54.38194,18.59774",,,województwo pomorskie,Wrzeszcz Górny,
4115,54.35231,18.647608,80-886,2019-07-10,2019,"54.35231,18.647608",,,województwo pomorskie,Śródmieście,
4116,54.322025,18.55958,80-180,2019-08-13,2019,"54.322025,18.55958",,,województwo pomorskie,Jasień,
4117,54.34686,18.656757,80-748,2021-02-08,2021,"54.34686,18.656757",,,województwo pomorskie,Śródmieście,
4118,54.33182,18.549187,80-174,2020-06-29,2020,"54.33182,18.549187",,,województwo pomorskie,Jasień,
4119,54.383263,18.618422,80-425,2020-02-06,2020,"54.383263,18.618422",,,województwo pomorskie,Wrzeszcz Dolny,
4120,54.351357,18.650433,80-834,2019-02-09,2019,"54.351357,18.650433",,,województwo pomorskie,Śródmieście,
4121,54.338432,18.564531,80-125,2018-11-02,2018,"54.338432,18.564531",,,województwo pomorskie,Jasień,
4122,54.34434,18.622957,80-809,2020-10-04,2020,"54.34434,18.622957",,,województwo pomorskie,Chełm,
4123,54.353443,18.61115,80-170,2020-01-29,2020,"54.353443,18.61115",,,województwo pomorskie,Suchanino,
4124,54.406063,18.579426,80-392,2020-01-06,2020,"54.406063,18.579426",,,województwo pomorskie,Przymorze Małe,
4125,54.381554,18.6141,80-433,2019-09-24,2019,"54.381554,18.6141",,,województwo pomorskie,Wrzeszcz Dolny,
4126,54.387657,18.582926,80-268,2019-05-16,2019,"54.387657,18.582926",,,województwo pomorskie,Strzyża,Żabka
4127,54.405445,18.564125,80-312,2018-03-15,2018,"54.405445,18.564125",,,województwo pomorskie,Oliwa,
4128,54.40432,18.62918,80-506,2017-05-12,2017,"54.40432,18.62918",,,województwo pomorskie,Brzeźno,
4129,54.331085,18.564905,80-175,2020-08-15,2020,"54.331085,18.564905",,,województwo pomorskie,Jasień,
4130,54.351746,18.571646,80-283,2018-03-31,2018,"54.351746,18.571646",,,województwo pomorskie,Piecki-Migowo,
4131,54.34855,18.612669,80-116,2020-10-18,2020,"54.34855,18.612669",,,województwo pomorskie,Siedlce,
4132,54.34253,18.65457,80-747,2017-06-27,2017,"54.34253,18.65457",,,województwo pomorskie,Śródmieście,
4133,54.40727,18.588041,80-379,2017-12-20,2017,"54.40727,18.588041",,,województwo pomorskie,Przymorze Małe,
4134,54.38996,18.593246,80-465,2021-01-22,2021,"54.38996,18.593246",,,województwo pomorskie,Zaspa-Młyniec,
4135,54.35141,18.631887,80-142,2019-09-24,2019,"54.35141,18.631887",,,województwo pomorskie,Siedlce,
4136,54.406807,18.630753,80-506,2017-08-30,2017,"54.406807,18.630753",,,województwo pomorskie,Brzeźno,
4137,54.330555,18.557055,80-175,2017-11-11,2017,"54.330555,18.557055",,,województwo pomorskie,Jasień,
4138,54.34303,18.642193,80-811,2017-01-11,2017,"54.34303,18.642193",,,województwo pomorskie,Śródmieście,
4139,54.377216,18.633783,80-871,2018-05-24,2018,"54.377216,18.633783",,,województwo pomorskie,Młyniska,
4140,54.382645,18.597374,80-258,2018-03-01,2018,"54.382645,18.597374",,,województwo pomorskie,Wrzeszcz Górny,
4141,54.40076,18.582886,80-392,2019-07-31,2019,"54.40076,18.582886",,,województwo pomorskie,Przymorze Małe,
4142,54.408974,18.5869,80-377,2017-08-31,2017,"54.408974,18.5869",,,województwo pomorskie,Przymorze Małe,
4143,54.425575,18.473206,80-299,2021-02-15,2021,"54.425575,18.473206",,,województwo pomorskie,Osowa,Czerwona Torebka
4144,54.40241,18.581854,80-390,2018-07-11,2018,"54.40241,18.581854",,,województwo pomorskie,Przymorze Małe,
4145,54.39728,18.604239,80-462,2019-04-24,2019,"54.39728,18.604239",,,województwo pomorskie,Zaspa-Rozstaje,Żabka
4146,54.354095,18.656101,80-839,2020-11-18,2020,"54.354095,18.656101",,,województwo pomorskie,Śródmieście,
4147,54.327244,18.595919,80-180,2019-07-15,2019,"54.327244,18.595919",,,województwo pomorskie,Ujeścisko - Łostowice,
4148,54.391407,18.574106,80-307,2020-12-21,2020,"54.391407,18.574106",,,województwo pomorskie,VII Dwór,
4149,54.39909,18.56803,80-308,2020-03-22,2020,"54.39909,18.56803",,,województwo pomorskie,Oliwa,
4150,54.35804,18.580368,80-288,2018-02-03,2018,"54.35804,18.580368",,,województwo pomorskie,Piecki-Migowo,
4151,54.332283,18.634302,80-039,2018-09-16,2018,"54.332283,18.634302",,,województwo pomorskie,Orunia - Święty Wojciech - Lipce,
4152,54.355,18.663,80-862,2017-12-27,2017,"54.355,18.663",,,województwo pomorskie,Śródmieście,
4153,54.349094,18.65096,80-831,2019-10-13,2019,"54.349094,18.65096",,,województwo pomorskie,Śródmieście,
4154,54.410793,18.571943,80-381,2017-02-04,2017,"54.410793,18.571943",,,województwo pomorskie,Przymorze Małe,
4155,54.345352,18.65431,80-748,2020-07-19,2020,"54.345352,18.65431",,,województwo pomorskie,Śródmieście,
4156,54.33037,18.60467,80-034,2018-01-04,2018,"54.33037,18.60467",,,województwo pomorskie,Chełm,
4157,54.37499,18.613047,80-227,2018-04-14,2018,"54.37499,18.613047",,,województwo pomorskie,Wrzeszcz Górny,
4158,54.384193,18.583391,80-275,2018-06-06,2018,"54.384193,18.583391",,,województwo pomorskie,Strzyża,
4159,54.329926,18.593035,80-180,2017-12-23,2017,"54.329926,18.593035",,,województwo pomorskie,Ujeścisko - Łostowice,
4160,54.377068,18.610008,80-244,2018-09-09,2018,"54.377068,18.610008",,,województwo pomorskie,Wrzeszcz Górny,
4161,54.420536,18.56751,80-339,2018-04-07,2018,"54.420536,18.56751",,,województwo pomorskie,Oliwa,Przyjaciel Piekarz
4162,54.347664,18.660591,80-755,2017-08-24,2017,"54.347664,18.660591",,,województwo pomorskie,Śródmieście,
4163,54.34393,18.648869,80-822,2021-01-31,2021,"54.34393,18.648869",,,województwo pomorskie,Śródmieście,
4164,54.391354,18.600422,80-462,2018-06-03,2018,"54.391354,18.600422",,,województwo pomorskie,Zaspa-Młyniec,
4165,54.357124,18.684696,80-704,2017-04-08,2017,"54.357124,18.684696",,,województwo pomorskie,Przeróbka,
4166,54.357323,18.583502,80-288,2018-05-04,2018,"54.357323,18.583502",,,województwo pomorskie,Piecki-Migowo,
4167,54.383373,18.588835,80-280,2018-05-05,2018,"54.383373,18.588835",,,województwo pomorskie,Strzyża,
4168,54.409565,18.596619,80-398,2020-10-24,2020,"54.409565,18.596619",,,województwo pomorskie,Przymorze Wielkie,
4169,54.34888,18.607292,80-122,2020-02-11,2020,"54.34888,18.607292",,,województwo pomorskie,Siedlce,
4170,54.380627,18.605268,80-264,2018-03-19,2018,"54.380627,18.605268",,,województwo pomorskie,Wrzeszcz Górny,
4171,54.333008,18.583656,80-180,2020-02-03,2020,"54.333008,18.583656",,,województwo pomorskie,Ujeścisko - Łostowice,
4172,54.416214,18.58553,80-352,2019-05-17,2019,"54.416214,18.58553",,,województwo pomorskie,Przymorze Małe,
4173,54.394333,18.598083,80-461,2019-03-02,2019,"54.394333,18.598083",,,województwo pomorskie,Zaspa-Młyniec,
4174,54.408535,18.578632,80-382,2021-02-23,2021,"54.408535,18.578632",,,województwo pomorskie,Przymorze Małe,
4175,54.31456,18.570513,80-180,2018-06-07,2018,"54.31456,18.570513",,,województwo pomorskie,Ujeścisko - Łostowice,
4176,54.359955,18.59111,80-286,2019-04-06,2019,"54.359955,18.59111",,,województwo pomorskie,Piecki-Migowo,Kummer
4177,54.46425,17.041182,76-200,2021-03-25,2021,"54.46425,17.041182",,,województwo pomorskie,,
4178,54.46,16.983,76-200,2020-07-03,2020,"54.46,16.983",,,województwo pomorskie,Zatorze,
4179,54.468,17.038,76-200,2017-07-24,2017,"54.468,17.038",,,województwo pomorskie,,
4180,54.468,17.023,76-200,2019-11-09,2019,"54.468,17.023",,,województwo pomorskie,Zatorze,
4181,54.463333,16.988565,76-200,2020-05-15,2020,"54.463333,16.988565",,,województwo pomorskie,Zatorze,Żabka
4182,54.46,16.988,76-200,2018-04-26,2018,"54.46,16.988",,,województwo pomorskie,Zatorze,
4183,53.79654,17.9707,89-650,2017-08-21,2017,"53.79654,17.9707",Czersk,powiat chojnicki,województwo pomorskie,,
4184,54.3156,18.269297,83-332,2017-12-30,2017,"54.3156,18.269297",,powiat kartuski,województwo pomorskie,,
4185,53.83668,18.823586,83-140,2018-01-11,2018,"53.83668,18.823586",Gniew,powiat tczewski,województwo pomorskie,,
4186,54.33015,18.183098,83-300,2018-12-23,2018,"54.33015,18.183098",Kartuzy,powiat kartuski,województwo pomorskie,,Żabka
4187,54.337994,18.187166,83-300,2018-08-06,2018,"54.337994,18.187166",Kartuzy,powiat kartuski,województwo pomorskie,,
4188,54.460682,16.993477,76-200,2019-02-27,2019,"54.460682,16.993477",,,województwo pomorskie,Zatorze,
4189,54.442,17.0,76-251,2018-10-14,2018,"54.442,17.0",,powiat słupski,województwo pomorskie,,
4190,54.128216,17.977695,83-400,2020-06-12,2020,"54.128216,17.977695",Kościerzyna,powiat kościerski,województwo pomorskie,,
4191,53.726933,18.937895,82-500,2019-06-01,2019,"53.726933,18.937895",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4192,53.737667,18.944958,82-500,2017-10-06,2017,"53.737667,18.944958",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4193,53.71592,18.937681,82-500,2019-12-12,2019,"53.71592,18.937681",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4194,53.72795,18.94118,82-500,2018-10-26,2018,"53.72795,18.94118",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4195,54.541,17.726,84-300,2017-11-03,2017,"54.541,17.726",Lębork,powiat lęborski,województwo pomorskie,,
4196,54.54145,17.747313,84-300,2020-11-05,2020,"54.54145,17.747313",Lębork,powiat lęborski,województwo pomorskie,,
4197,54.53465,17.749527,84-300,2018-06-24,2018,"54.53465,17.749527",Lębork,powiat lęborski,województwo pomorskie,,
4198,54.539097,17.75378,84-300,2019-05-21,2019,"54.539097,17.75378",Lębork,powiat lęborski,województwo pomorskie,,
4199,54.38711,18.628204,80-427,2020-08-13,2020,"54.38711,18.628204",,,województwo pomorskie,Wrzeszcz Dolny,
4200,54.41851,18.592464,80-351,2020-12-03,2020,"54.41851,18.592464",,,województwo pomorskie,Żabianka-Wejhera-Jelitkowo-Tysiąclecia,
4201,54.34416,18.830227,80-680,2018-06-13,2018,"54.34416,18.830227",,,województwo pomorskie,Wyspa Sobieszewska,
4202,54.50076,18.457651,81-601,2021-01-26,2021,"54.50076,18.457651",,,województwo pomorskie,Chwarzno-Wiczlino,
4203,54.598938,18.355665,84-240,2019-09-03,2019,"54.598938,18.355665",Reda,powiat wejherowski,województwo pomorskie,Ciechocino,
4204,54.593475,18.366978,84-240,2017-02-28,2017,"54.593475,18.366978",Reda,powiat wejherowski,województwo pomorskie,,
4205,54.597363,18.357235,84-240,2020-06-16,2020,"54.597363,18.357235",Reda,powiat wejherowski,województwo pomorskie,,
4206,54.599583,18.352188,84-240,2017-06-12,2017,"54.599583,18.352188",Reda,powiat wejherowski,województwo pomorskie,,
4207,54.272385,18.61205,83-010,2021-02-07,2021,"54.272385,18.61205",,powiat gdański,województwo pomorskie,,
4208,54.577568,18.402838,84-230,2019-06-22,2019,"54.577568,18.402838",Rumia,powiat wejherowski,województwo pomorskie,Stara Rumia,
4209,54.56823,18.412344,84-230,2020-08-27,2020,"54.56823,18.412344",Rumia,powiat wejherowski,województwo pomorskie,Janowo,
4210,54.580624,18.398933,84-230,2020-07-30,2020,"54.580624,18.398933",Rumia,powiat wejherowski,województwo pomorskie,Stara Rumia,
4211,54.469,17.021,76-200,2017-02-17,2017,"54.469,17.021",,,województwo pomorskie,Zatorze,
4212,54.455,16.989,76-200,2018-06-14,2018,"54.455,16.989",,,województwo pomorskie,Zatorze,Bershka
4213,54.473,17.012,76-200,2020-08-07,2020,"54.473,17.012",,,województwo pomorskie,Zatorze,
4214,54.458,17.008,76-200,2021-02-06,2021,"54.458,17.008",,,województwo pomorskie,Zatorze,
4215,54.47893,17.002527,76-200,2018-12-07,2018,"54.47893,17.002527",,,województwo pomorskie,Zatorze,Żabka
4216,54.465,17.005,76-200,2020-01-28,2020,"54.465,17.005",,,województwo pomorskie,Zatorze,Żabka
4217,54.458885,16.997038,76-200,2020-03-09,2020,"54.458885,16.997038",,,województwo pomorskie,Zatorze,Żabka
4218,54.462,16.997,76-200,2017-06-13,2017,"54.462,16.997",,,województwo pomorskie,Zatorze,
4219,54.573242,18.387863,84-230,2019-07-25,2019,"54.573242,18.387863",Rumia,powiat wejherowski,województwo pomorskie,Lotnisko,
4220,54.584446,18.391014,84-230,2017-02-10,2017,"54.584446,18.391014",Rumia,powiat wejherowski,województwo pomorskie,Lotnisko,
4221,54.561867,18.40525,84-230,2021-03-23,2021,"54.561867,18.40525",Rumia,powiat wejherowski,województwo pomorskie,Janowo,
4222,54.56432,18.391012,84-230,2017-09-16,2017,"54.56432,18.391012",Rumia,powiat wejherowski,województwo pomorskie,Zagórze,Żabka
4223,54.583096,18.395218,84-230,2020-06-23,2020,"54.583096,18.395218",Rumia,powiat wejherowski,województwo pomorskie,Lotnisko,
4224,54.56928,18.40086,84-230,2019-08-04,2019,"54.56928,18.40086",Rumia,powiat wejherowski,województwo pomorskie,Zagórze,
4225,54.346165,17.891676,83-340,2018-09-15,2018,"54.346165,17.891676",,powiat kartuski,województwo pomorskie,,
4226,54.443123,18.560356,81-805,2018-06-30,2018,"54.443123,18.560356",,,województwo pomorskie,,
4227,53.961533,18.52574,83-200,2020-01-18,2020,"53.961533,18.52574",Starogard Gdański,powiat starogardzki,województwo pomorskie,,
4228,53.97177,18.530487,83-200,2019-06-15,2019,"53.97177,18.530487",Starogard Gdański,powiat starogardzki,województwo pomorskie,Kocborowo,
4229,54.327015,19.118803,82-103,2019-12-15,2019,"54.327015,19.118803",,powiat nowodworski,województwo pomorskie,,
4230,54.46586,17.02964,76-200,2021-03-30,2021,"54.46586,17.02964",,,województwo pomorskie,,
4231,54.582188,16.85135,76-270,2020-07-17,2020,"54.582188,16.85135",Ustka,powiat słupski,województwo pomorskie,,
4232,54.57798,16.866951,76-270,2020-05-15,2020,"54.57798,16.866951",Ustka,powiat słupski,województwo pomorskie,,
4233,54.58107,16.86212,76-270,2020-05-14,2020,"54.58107,16.86212",Ustka,powiat słupski,województwo pomorskie,,
4234,54.584522,16.858421,76-270,2021-03-10,2021,"54.584522,16.858421",Ustka,powiat słupski,województwo pomorskie,,
4235,54.600937,18.23875,84-200,2020-09-13,2020,"54.600937,18.23875",Wejherowo,powiat wejherowski,województwo pomorskie,Śródmieście,
4236,54.60691,18.269003,84-200,2020-06-24,2020,"54.60691,18.269003",Wejherowo,powiat wejherowski,województwo pomorskie,Śmiechowo Północ,
4237,54.60561,18.259117,84-200,2018-06-07,2018,"54.60561,18.259117",Wejherowo,powiat wejherowski,województwo pomorskie,Nanice,
4238,54.60369,18.214445,84-200,2018-07-20,2018,"54.60369,18.214445",Wejherowo,powiat wejherowski,województwo pomorskie,Dzielnica Zachodnia,
4239,54.60078,18.245705,84-200,2018-12-15,2018,"54.60078,18.245705",Wejherowo,powiat wejherowski,województwo pomorskie,Śmiechowo Południe,
4240,54.602036,18.256983,84-200,2018-02-26,2018,"54.602036,18.256983",Wejherowo,powiat wejherowski,województwo pomorskie,Śmiechowo Południe,
4241,54.609,18.188929,84-200,2021-02-02,2021,"54.609,18.188929",Wejherowo,powiat wejherowski,województwo pomorskie,Osiedle Majora Henryka Sucharskiego,
4242,54.609,18.222,84-200,2017-01-22,2017,"54.609,18.222",Wejherowo,powiat wejherowski,województwo pomorskie,Przemysłowa,
4243,54.603596,18.22851,84-200,2019-12-28,2019,"54.603596,18.22851",Wejherowo,powiat wejherowski,województwo pomorskie,Dzielnica Zachodnia,
4244,54.603085,18.224974,84-200,2020-09-02,2020,"54.603085,18.224974",Wejherowo,powiat wejherowski,województwo pomorskie,Dzielnica Zachodnia,
4245,54.788307,18.408026,84-120,2017-06-14,2017,"54.788307,18.408026",gmina Władysławowo,powiat pucki,województwo pomorskie,Szotland,
4246,53.915264,19.038778,82-400,2018-12-16,2018,"53.915264,19.038778",Sztum,powiat sztumski,województwo pomorskie,,
4247,54.094738,18.788591,83-110,2018-05-15,2018,"54.094738,18.788591",Tczew,powiat tczewski,województwo pomorskie,,
4248,54.088943,18.797356,83-110,2017-12-02,2017,"54.088943,18.797356",Tczew,powiat tczewski,województwo pomorskie,,
4249,54.35045,18.586403,80-126,2019-10-05,2019,"54.35045,18.586403",,,województwo pomorskie,Piecki-Migowo,
4250,54.40169,18.562384,80-308,2020-09-11,2020,"54.40169,18.562384",,,województwo pomorskie,Oliwa,
4251,54.352573,18.512823,80-177,2019-08-25,2019,"54.352573,18.512823",,,województwo pomorskie,Kokoszki,Nowak
4252,54.380215,18.586927,80-257,2017-11-17,2017,"54.380215,18.586927",,,województwo pomorskie,Wrzeszcz Górny,
4253,54.405876,18.643942,80-515,2020-03-13,2020,"54.405876,18.643942",,,województwo pomorskie,Nowy Port,
4254,54.410046,18.601183,80-398,2018-06-04,2018,"54.410046,18.601183",,,województwo pomorskie,Przymorze Wielkie,
4255,54.607,18.802,84-150,2019-09-22,2019,"54.607,18.802",Hel,powiat pucki,województwo pomorskie,,
4256,53.985374,18.505716,83-200,2018-12-05,2018,"53.985374,18.505716",Starogard Gdański,powiat starogardzki,województwo pomorskie,Łapiszewo,
4257,54.79403,18.404892,84-120,2018-01-31,2018,"54.79403,18.404892",gmina Władysławowo,powiat pucki,województwo pomorskie,Środmieście,
4258,54.394154,18.401281,80-297,2017-03-29,2017,"54.394154,18.401281",,powiat kartuski,województwo pomorskie,,
4259,54.62499,18.174847,84-239,2019-10-14,2019,"54.62499,18.174847",,powiat wejherowski,województwo pomorskie,,
4260,53.696095,17.55985,89-600,2017-09-11,2017,"53.696095,17.55985",Chojnice,powiat chojnicki,województwo pomorskie,,
4261,53.69536,17.557602,89-600,2020-06-21,2020,"53.69536,17.557602",Chojnice,powiat chojnicki,województwo pomorskie,,
4262,53.69227,17.567215,89-620,2021-03-15,2021,"53.69227,17.567215",Chojnice,powiat chojnicki,województwo pomorskie,,
4263,53.70108,17.574102,89-600,2020-03-10,2020,"53.70108,17.574102",Chojnice,powiat chojnicki,województwo pomorskie,,
4264,54.479443,17.001461,76-200,2018-01-11,2018,"54.479443,17.001461",,,województwo pomorskie,Zatorze,
4265,54.464,17.028,76-200,2020-11-19,2020,"54.464,17.028",,,województwo pomorskie,,
4266,54.468,17.018,76-200,2021-03-08,2021,"54.468,17.018",,,województwo pomorskie,Zatorze,
4267,54.568607,18.38632,84-230,2018-05-19,2018,"54.568607,18.38632",Rumia,powiat wejherowski,województwo pomorskie,Zagórze,
4268,54.56886,18.10385,84-242,2017-03-16,2017,"54.56886,18.10385",,powiat wejherowski,województwo pomorskie,,
4269,54.383617,18.606623,80-452,2019-12-11,2019,"54.383617,18.606623",,,województwo pomorskie,Wrzeszcz Dolny,
4270,54.39432,18.619715,80-414,2018-07-26,2018,"54.39432,18.619715",,,województwo pomorskie,Wrzeszcz Dolny,
4271,54.321873,18.561388,80-180,2019-10-11,2019,"54.321873,18.561388",,,województwo pomorskie,Jasień,
4272,54.353363,18.657373,80-838,2020-12-09,2020,"54.353363,18.657373",,,województwo pomorskie,Śródmieście,
4273,54.221317,18.64737,83-031,2017-10-02,2017,"54.221317,18.64737",,powiat gdański,województwo pomorskie,,
4274,54.03637,19.04962,82-200,2021-01-12,2021,"54.03637,19.04962",Malbork,powiat malborski,województwo pomorskie,,
4275,54.01398,19.01009,82-200,2021-02-02,2021,"54.01398,19.01009",Malbork,powiat malborski,województwo pomorskie,,
4276,54.03244,19.034325,82-200,2020-03-09,2020,"54.03244,19.034325",Malbork,powiat malborski,województwo pomorskie,,
4277,54.03544,19.032694,82-200,2020-03-29,2020,"54.03544,19.032694",Malbork,powiat malborski,województwo pomorskie,,
4278,54.020676,19.040329,82-200,2020-02-23,2020,"54.020676,19.040329",Malbork,powiat malborski,województwo pomorskie,,
4279,54.037853,19.044588,82-200,2020-07-22,2020,"54.037853,19.044588",Malbork,powiat malborski,województwo pomorskie,,
4280,54.02906,19.03828,82-200,2017-09-17,2017,"54.02906,19.03828",Malbork,powiat malborski,województwo pomorskie,,
4281,54.00006,16.97825,77-200,2017-05-22,2017,"54.00006,16.97825",Miastko,powiat bytowski,województwo pomorskie,,
4282,54.00323,16.98195,77-200,2018-05-24,2018,"54.00323,16.98195",Miastko,powiat bytowski,województwo pomorskie,,
4283,53.9971,16.967659,77-200,2019-11-12,2019,"53.9971,16.967659",Miastko,powiat bytowski,województwo pomorskie,,Żabka
4284,54.561,17.733,84-351,2017-05-07,2017,"54.561,17.733",,powiat lęborski,województwo pomorskie,,
4285,54.21748,19.112587,82-100,2018-09-23,2018,"54.21748,19.112587",Nowy Dwór Gdański,powiat nowodworski,województwo pomorskie,,
4286,53.75917,19.198513,82-550,2018-02-01,2018,"53.75917,19.198513",Prabuty,powiat kwidzyński,województwo pomorskie,,
4287,54.258373,18.672852,83-000,2019-07-11,2019,"54.258373,18.672852",Pruszcz Gdański,powiat gdański,województwo pomorskie,,
4288,54.259914,18.637554,83-000,2019-01-08,2019,"54.259914,18.637554",Pruszcz Gdański,powiat gdański,województwo pomorskie,,
4289,54.54102,17.736115,84-300,2021-02-24,2021,"54.54102,17.736115",Lębork,powiat lęborski,województwo pomorskie,,
4290,54.35109,18.587824,80-126,2017-05-13,2017,"54.35109,18.587824",,,województwo pomorskie,Piecki-Migowo,
4291,54.49972,18.508604,81-649,2019-07-26,2019,"54.49972,18.508604",,,województwo pomorskie,Witomino,
4292,54.25948,18.650768,83-000,2017-02-24,2017,"54.25948,18.650768",Pruszcz Gdański,powiat gdański,województwo pomorskie,,
4293,54.26444,18.664,83-000,2020-06-09,2020,"54.26444,18.664",Pruszcz Gdański,powiat gdański,województwo pomorskie,,PRIMA Park Handlowy
4294,54.172626,18.698332,83-032,2019-01-13,2019,"54.172626,18.698332",,powiat gdański,województwo pomorskie,,
4295,54.7156,18.409508,84-100,2020-11-02,2020,"54.7156,18.409508",Puck,powiat pucki,województwo pomorskie,Rozgard,
4296,54.717773,18.390932,84-100,2020-01-16,2020,"54.717773,18.390932",Puck,powiat pucki,województwo pomorskie,Osiedle Swarzewskie,
4297,54.71854,18.413712,84-100,2017-06-01,2017,"54.71854,18.413712",Puck,powiat pucki,województwo pomorskie,Rozgard,
4298,54.450157,18.553885,81-817,2017-06-20,2017,"54.450157,18.553885",,,województwo pomorskie,,
4299,53.73102,18.93174,82-500,2019-07-21,2019,"53.73102,18.93174",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4300,54.603344,18.355026,84-240,2018-04-30,2018,"54.603344,18.355026",Reda,powiat wejherowski,województwo pomorskie,Ciechocino,
4301,54.086823,18.797108,83-110,2019-03-02,2019,"54.086823,18.797108",Tczew,powiat tczewski,województwo pomorskie,,
4302,54.27027,18.626158,83-000,2018-03-17,2018,"54.27027,18.626158",Pruszcz Gdański,powiat gdański,województwo pomorskie,,Żabka
4303,54.297794,18.5937,80-180,2018-06-27,2018,"54.297794,18.5937",,powiat gdański,województwo pomorskie,,
4304,54.402565,18.61089,80-462,2017-08-15,2017,"54.402565,18.61089",,,województwo pomorskie,Zaspa-Rozstaje,
4305,53.699043,17.574545,89-600,2020-10-08,2020,"53.699043,17.574545",Chojnice,powiat chojnicki,województwo pomorskie,,
4306,54.529793,18.496681,81-232,2020-08-24,2020,"54.529793,18.496681",,,województwo pomorskie,Leszczynki,Żabka
4307,54.6108,18.229528,84-200,2018-03-12,2018,"54.6108,18.229528",Wejherowo,powiat wejherowski,województwo pomorskie,Przemysłowa,
4308,53.741177,17.513052,89-606,2017-05-10,2017,"53.741177,17.513052",,powiat chojnicki,województwo pomorskie,,
4309,54.339863,18.619019,80-807,2017-10-15,2017,"54.339863,18.619019",,,województwo pomorskie,Chełm,
4310,53.726097,18.944384,82-500,2017-06-10,2017,"53.726097,18.944384",Kwidzyn,powiat kwidzyński,województwo pomorskie,,
4311,54.385784,18.616568,80-423,2018-05-04,2018,"54.385784,18.616568",,,województwo pomorskie,Wrzeszcz Dolny,
4312,54.25939,18.621683,83-000,2017-10-20,2017,"54.25939,18.621683",,powiat gdański,województwo pomorskie,,
4313,54.25066,18.63362,83-000,2017-06-04,2017,"54.25066,18.63362",Pruszcz Gdański,powiat gdański,województwo pomorskie,,Żabka
4314,54.5,17.765568,84-300,2017-06-02,2017,"54.5,17.765568",,powiat lęborski,województwo pomorskie,,
4315,54.537605,17.741268,84-300,2017-11-22,2017,"54.537605,17.741268",Lębork,powiat lęborski,województwo pomorskie,,
4316,54.41225,18.577188,80-360,2018-02-07,2018,"54.41225,18.577188",,,województwo pomorskie,Przymorze Małe,
4317,54.477795,18.503002,81-586,2020-03-11,2020,"54.477795,18.503002",,,województwo pomorskie,Mały Kack,
4318,54.565845,18.489803,81-198,2018-08-27,2018,"54.565845,18.489803",,powiat pucki,województwo pomorskie,,
4319,54.02096,19.039059,82-200,2019-07-14,2019,"54.02096,19.039059",Malbork,powiat malborski,województwo pomorskie,,
4320,53.733517,18.932877,82-500,2020-08-28,2020,"53.733517,18.932877",Kwidzyn,powiat kwidzyński,województwo pomorskie,,Centrum Handlowe LIWA
4321,54.51226,18.53914,81-388,2017-06-29,2017,"54.51226,18.53914",,,województwo pomorskie,Śródmieście,
4322,54.268063,18.570253,83-010,2020-03-30,2020,"54.268063,18.570253",,powiat gdański,województwo pomorskie,,
4323,54.091812,18.783737,83-100,2018-10-12,2018,"54.091812,18.783737",Tczew,powiat tczewski,województwo pomorskie,,
4324,54.094257,18.765318,83-110,2020-10-04,2020,"54.094257,18.765318",Tczew,powiat tczewski,województwo pomorskie,,
4325,54.100956,18.76932,83-110,2019-10-01,2019,"54.100956,18.76932",Tczew,powiat tczewski,województwo pomorskie,,Żabka
4326,54.077106,18.799892,83-110,2018-09-09,2018,"54.077106,18.799892",Tczew,powiat tczewski,województwo pomorskie,,
4327,54.0964,18.765018,83-110,2018-10-04,2018,"54.0964,18.765018",Tczew,powiat tczewski,województwo pomorskie,,
4328,54.58398,16.856503,76-270,2020-02-21,2020,"54.58398,16.856503",Ustka,powiat słupski,województwo pomorskie,,
4329,54.420773,18.583614,80-344,2018-04-23,2018,"54.420773,18.583614",,,województwo pomorskie,Żabianka-Wejhera-Jelitkowo-Tysiąclecia,
4330,54.35028,18.629635,80-141,2020-11-03,2020,"54.35028,18.629635",,,województwo pomorskie,Siedlce,
4331,54.567547,18.39236,84-230,2018-12-10,2018,"54.567547,18.39236",Rumia,powiat wejherowski,województwo pomorskie,Zagórze,
